T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,target
-95,-58,-61,-59,-61,-95,-95,-95,-64,-62,-65,-68,-95,-51,-95,-95,-95,-65,B48
-66,-63,-64,-59,-59,-72,-67,-75,-72,-70,-72,-76,-54,-68,-68,-75,-77,-95,B34
-71,-56,-49,-56,-56,-74,-60,-71,-76,-64,-69,-68,-60,-59,-64,-68,-65,-67,B30
-71,-69,-73,-66,-53,-52,-76,-65,-67,-73,-66,-64,-56,-62,-48,-55,-68,-66,A43
-67,-63,-64,-61,-57,-71,-66,-77,-72,-69,-71,-73,-54,-67,-68,-79,-76,-95,B34
-59,-53,-62,-66,-76,-73,-75,-77,-84,-61,-56,-64,-70,-77,-76,-79,-95,-81,B18
-76,-69,-64,-70,-64,-62,-60,-41,-56,-61,-69,-67,-62,-62,-57,-49,-49,-58,A67
-72,-74,-72,-80,-67,-66,-57,-53,-61,-72,-83,-83,-75,-65,-73,-62,-71,-51,B70
-62,-72,-62,-70,-62,-66,-56,-48,-49,-66,-64,-65,-70,-59,-67,-44,-46,-54,B60
-67,-64,-70,-79,-79,-79,-86,-87,-78,-64,-68,-61,-67,-70,-95,-77,-75,-77,A2
-79,-85,-65,-73,-65,-70,-64,-61,-65,-78,-82,-74,-73,-63,-75,-68,-50,-64,B62
-63,-65,-62,-57,-56,-52,-67,-75,-85,-68,-59,-54,-49,-71,-56,-67,-80,-63,A37
-66,-61,-52,-66,-62,-77,-83,-77,-70,-67,-56,-63,-59,-71,-63,-63,-69,-79,A26
-75,-69,-76,-66,-65,-57,-74,-59,-52,-74,-68,-79,-60,-70,-62,-56,-49,-55,A65
-70,-61,-68,-83,-71,-79,-81,-85,-85,-60,-68,-69,-83,-71,-73,-85,-85,-83,B1
-60,-61,-53,-54,-69,-60,-78,-69,-73,-69,-66,-56,-49,-67,-63,-72,-80,-67,A30
-50,-64,-74,-78,-78,-62,-79,-76,-71,-49,-54,-59,-66,-72,-75,-66,-83,-77,A3
-71,-68,-60,-57,-58,-56,-70,-65,-72,-65,-62,-68,-49,-78,-68,-64,-71,-82,A37
-71,-75,-72,-81,-67,-66,-57,-54,-61,-72,-84,-81,-74,-64,-73,-63,-70,-48,B70
-66,-71,-55,-60,-55,-59,-71,-71,-68,-71,-66,-64,-58,-66,-72,-80,-85,-75,B38
-79,-69,-66,-64,-63,-77,-82,-67,-61,-83,-79,-79,-87,-60,-71,-63,-67,-67,B54
-62,-59,-61,-58,-61,-69,-51,-55,-61,-64,-65,-68,-74,-48,-58,-53,-61,-66,B48
-66,-58,-55,-66,-65,-64,-73,-69,-70,-69,-64,-54,-68,-64,-70,-74,-72,-72,B26
-71,-56,-49,-56,-56,-74,-59,-71,-75,-64,-70,-69,-59,-58,-64,-68,-65,-68,B30
-63,-69,-62,-69,-63,-64,-54,-47,-50,-69,-64,-67,-72,-59,-66,-45,-45,-54,B60
-59,-53,-62,-66,-77,-73,-75,-77,-84,-61,-56,-64,-70,-77,-76,-79,-95,-79,B18
-65,-58,-56,-64,-68,-60,-74,-78,-71,-54,-63,-57,-60,-66,-64,-66,-70,-81,A21
-72,-73,-64,-68,-63,-68,-55,-58,-58,-71,-70,-77,-69,-55,-66,-72,-61,-65,B53
-68,-65,-57,-58,-51,-54,-71,-67,-68,-76,-73,-68,-61,-63,-62,-75,-84,-72,B42
-65,-56,-75,-72,-84,-71,-81,-78,-84,-68,-64,-84,-72,-83,-77,-75,-71,-76,B9
-69,-70,-72,-69,-69,-68,-62,-56,-53,-84,-87,-76,-68,-57,-64,-75,-57,-70,B65
-75,-69,-77,-74,-60,-74,-63,-58,-51,-84,-77,-81,-75,-64,-66,-59,-66,-64,B78
-69,-71,-71,-66,-66,-74,-73,-68,-52,-77,-71,-74,-72,-62,-66,-59,-71,-64,B73
-64,-57,-72,-64,-76,-68,-79,-80,-78,-55,-47,-62,-62,-79,-68,-67,-79,-79,A18
-77,-69,-72,-77,-66,-60,-68,-62,-49,-76,-75,-72,-68,-71,-61,-57,-53,-56,A80
-71,-68,-60,-57,-58,-56,-70,-65,-72,-65,-63,-69,-50,-79,-69,-64,-71,-83,A37
-67,-77,-63,-65,-66,-67,-59,-79,-67,-82,-73,-66,-57,-51,-50,-55,-61,-57,A49
-61,-60,-55,-56,-52,-65,-53,-57,-63,-71,-64,-63,-54,-47,-63,-62,-61,-64,B40
-71,-74,-72,-81,-67,-66,-57,-54,-61,-72,-82,-81,-76,-65,-72,-63,-69,-48,B70
-65,-67,-67,-66,-61,-63,-66,-55,-61,-72,-77,-80,-70,-63,-80,-64,-57,-63,B77
-68,-65,-68,-66,-62,-73,-68,-59,-58,-79,-71,-70,-69,-67,-71,-57,-61,-57,B57
-61,-69,-53,-59,-67,-67,-77,-69,-66,-53,-62,-65,-72,-70,-74,-81,-80,-75,B14
-60,-59,-50,-45,-95,-55,-71,-58,-61,-62,-69,-45,-62,-63,-58,-59,-62,-61,B28
-61,-53,-65,-56,-50,-59,-59,-62,-56,-61,-44,-47,-60,-57,-73,-70,-69,-65,B19
-59,-53,-61,-66,-76,-73,-75,-77,-86,-62,-56,-64,-70,-76,-77,-79,-95,-80,B18
-85,-87,-68,-78,-72,-71,-56,-57,-54,-81,-79,-82,-66,-66,-64,-72,-59,-53,B66
-77,-79,-74,-69,-68,-68,-68,-64,-59,-76,-74,-74,-85,-64,-61,-55,-67,-63,A66
-56,-61,-64,-71,-68,-68,-75,-81,-72,-56,-56,-57,-61,-74,-67,-72,-84,-77,A14
-67,-65,-73,-61,-49,-56,-77,-77,-63,-64,-62,-62,-68,-56,-64,-71,-67,-70,A41
-49,-48,-60,-63,-69,-83,-79,-76,-75,-58,-64,-69,-65,-76,-70,-81,-74,-76,B6
-62,-72,-71,-71,-74,-70,-84,-77,-79,-64,-66,-63,-70,-84,-83,-82,-70,-84,A13
-58,-62,-68,-69,-68,-65,-74,-75,-80,-53,-52,-56,-65,-69,-76,-77,-78,-80,A17
-63,-71,-63,-60,-64,-61,-67,-65,-77,-70,-68,-62,-66,-61,-50,-56,-55,-79,A46
-79,-72,-61,-67,-70,-58,-67,-71,-81,-63,-67,-72,-70,-71,-67,-61,-64,-67,A34
-74,-77,-73,-69,-75,-71,-68,-54,-61,-80,-76,-75,-71,-61,-75,-75,-68,-62,B77
-66,-59,-52,-47,-66,-70,-78,-69,-70,-58,-52,-53,-55,-59,-56,-68,-65,-69,A39
-62,-63,-56,-62,-74,-76,-78,-75,-76,-68,-69,-65,-71,-77,-73,-87,-74,-75,B22
-68,-65,-68,-65,-62,-72,-68,-59,-58,-78,-70,-70,-69,-67,-72,-56,-61,-57,B57
-65,-62,-53,-66,-62,-78,-84,-77,-70,-67,-56,-63,-59,-71,-62,-63,-69,-80,A26
-74,-68,-68,-71,-69,-70,-57,-57,-59,-75,-85,-72,-67,-58,-65,-66,-55,-54,B69
-62,-58,-56,-53,-48,-62,-76,-64,-67,-72,-64,-62,-57,-57,-62,-63,-65,-68,B29
-76,-68,-74,-71,-70,-56,-63,-63,-63,-78,-68,-69,-65,-58,-50,-55,-58,-60,A57
-55,-46,-57,-69,-69,-58,-73,-66,-65,-50,-65,-52,-60,-65,-65,-71,-64,-65,A16
-61,-55,-62,-50,-71,-64,-77,-62,-60,-59,-54,-49,-60,-59,-63,-60,-66,-73,B24
-63,-70,-64,-71,-78,-68,-95,-81,-74,-64,-68,-70,-82,-95,-75,-86,-80,-95,B5
-63,-71,-64,-71,-77,-68,-95,-80,-75,-63,-68,-70,-81,-95,-75,-95,-82,-95,B5
-65,-55,-59,-50,-56,-55,-58,-60,-56,-65,-66,-59,-48,-57,-72,-60,-73,-72,B31
-74,-85,-72,-68,-74,-63,-64,-74,-76,-73,-78,-70,-77,-61,-55,-60,-58,-67,A50
-73,-64,-64,-65,-61,-65,-73,-75,-78,-64,-62,-66,-66,-67,-61,-63,-66,-69,A34
-62,-73,-63,-70,-62,-66,-55,-48,-51,-68,-63,-65,-71,-59,-67,-45,-45,-53,B60
-71,-56,-49,-56,-56,-74,-61,-71,-75,-62,-69,-68,-60,-58,-64,-68,-65,-67,B30
-64,-57,-72,-64,-77,-69,-79,-81,-77,-55,-47,-61,-63,-80,-68,-66,-78,-77,A18
-65,-57,-55,-43,-56,-61,-66,-79,-68,-66,-52,-53,-51,-68,-59,-60,-85,-67,A35
-61,-59,-56,-55,-49,-62,-72,-63,-66,-68,-64,-61,-57,-59,-64,-65,-66,-68,B29
-67,-72,-63,-66,-66,-64,-61,-79,-66,-81,-71,-65,-58,-51,-50,-55,-61,-57,A49
-56,-58,-68,-45,-55,-56,-56,-67,-59,-64,-61,-48,-58,-60,-70,-66,-70,-79,B27
-65,-62,-55,-46,-54,-61,-72,-55,-68,-60,-73,-62,-60,-76,-56,-55,-66,-58,B32
-64,-68,-63,-68,-69,-64,-62,-78,-66,-75,-71,-63,-58,-51,-50,-55,-61,-57,A49
-73,-70,-62,-63,-66,-54,-51,-62,-64,-64,-60,-66,-62,-58,-56,-51,-55,-63,A60
-65,-67,-59,-61,-55,-59,-75,-63,-57,-72,-64,-67,-56,-61,-57,-45,-54,-55,A76
-68,-70,-64,-64,-72,-95,-80,-95,-95,-72,-63,-68,-71,-82,-95,-77,-95,-95,B21
-65,-65,-62,-64,-62,-64,-54,-61,-57,-67,-69,-64,-67,-56,-56,-48,-63,-60,B52
-70,-77,-78,-71,-65,-57,-66,-64,-58,-72,-65,-72,-61,-73,-58,-60,-47,-59,A61
-68,-67,-58,-61,-53,-55,-75,-67,-67,-75,-72,-70,-61,-64,-61,-73,-76,-71,B42
-65,-66,-68,-70,-58,-56,-56,-51,-48,-71,-64,-72,-78,-71,-62,-65,-50,-48,B72
-68,-65,-68,-66,-63,-71,-67,-60,-58,-77,-74,-70,-68,-66,-70,-57,-60,-57,B57
-56,-61,-65,-70,-68,-66,-79,-83,-74,-55,-56,-58,-61,-70,-65,-71,-82,-77,A14
-60,-61,-56,-55,-49,-65,-54,-58,-64,-71,-62,-66,-54,-46,-61,-63,-59,-64,B40
-61,-65,-53,-61,-67,-68,-77,-70,-67,-53,-63,-64,-70,-69,-77,-78,-78,-74,B14
-83,-61,-59,-61,-61,-52,-65,-68,-69,-62,-65,-63,-56,-68,-55,-62,-67,-69,A42
-64,-71,-63,-66,-61,-57,-61,-54,-65,-70,-67,-65,-73,-65,-50,-45,-51,-50,A72
-72,-61,-59,-64,-65,-65,-78,-81,-82,-59,-83,-61,-64,-84,-70,-72,-95,-73,A22
-72,-61,-58,-64,-65,-65,-78,-80,-82,-59,-80,-60,-64,-84,-70,-72,-95,-73,A22
-55,-55,-73,-75,-71,-75,-77,-80,-84,-49,-55,-58,-67,-81,-80,-82,-71,-95,A10
-63,-58,-61,-59,-61,-66,-51,-55,-61,-63,-65,-69,-76,-50,-57,-53,-60,-65,B48
-68,-70,-71,-69,-69,-68,-60,-56,-53,-81,-85,-76,-68,-57,-64,-75,-57,-71,B65
-73,-86,-72,-68,-74,-63,-63,-74,-77,-72,-78,-70,-78,-61,-55,-60,-59,-67,A50
-56,-61,-64,-72,-69,-67,-77,-83,-72,-55,-56,-57,-61,-74,-66,-71,-81,-75,A14
-75,-71,-75,-66,-64,-62,-57,-51,-48,-80,-73,-70,-65,-65,-66,-46,-55,-67,B55
-56,-65,-67,-76,-68,-64,-74,-76,-75,-56,-55,-56,-67,-72,-65,-66,-74,-72,A1
-55,-46,-56,-69,-70,-58,-74,-67,-66,-50,-67,-52,-62,-64,-65,-70,-64,-65,A16
-75,-69,-77,-75,-61,-72,-63,-58,-51,-85,-77,-81,-74,-64,-66,-58,-66,-64,B78
-68,-65,-63,-68,-84,-75,-87,-79,-82,-72,-69,-65,-69,-69,-75,-83,-82,-83,B21
-65,-56,-75,-73,-84,-71,-81,-78,-81,-68,-64,-85,-73,-82,-75,-74,-71,-76,B9
-71,-56,-50,-56,-56,-74,-60,-71,-75,-63,-70,-95,-59,-95,-64,-68,-65,-66,B30
-65,-64,-75,-68,-57,-57,-53,-56,-66,-69,-76,-68,-63,-57,-49,-58,-64,-71,B45
-63,-65,-62,-57,-56,-52,-66,-75,-84,-68,-60,-54,-49,-71,-56,-68,-79,-63,A37
-71,-74,-76,-73,-63,-80,-58,-58,-60,-75,-76,-69,-72,-66,-75,-56,-65,-66,B58
-75,-74,-69,-71,-73,-63,-77,-67,-56,-75,-80,-77,-68,-63,-61,-57,-62,-62,A77
-63,-57,-63,-56,-47,-61,-75,-70,-66,-57,-50,-55,-50,-58,-59,-55,-66,-70,A39
-68,-65,-68,-74,-61,-56,-57,-51,-48,-77,-64,-78,-78,-73,-61,-63,-50,-49,B72
-62,-61,-53,-56,-68,-61,-77,-69,-73,-69,-66,-56,-49,-67,-62,-72,-78,-67,A30
-75,-61,-61,-58,-62,-51,-67,-66,-68,-64,-73,-63,-56,-68,-55,-61,-68,-70,A42
-72,-62,-67,-62,-63,-79,-70,-82,-85,-70,-81,-68,-63,-70,-87,-85,-79,-77,B33
-63,-70,-64,-70,-78,-68,-95,-81,-74,-63,-68,-70,-81,-95,-75,-86,-80,-95,B5
-64,-57,-70,-64,-77,-69,-79,-80,-79,-55,-47,-62,-62,-80,-69,-67,-79,-79,A18
-64,-68,-60,-61,-55,-58,-82,-59,-57,-72,-65,-67,-54,-60,-57,-45,-54,-54,A76
-73,-68,-79,-71,-67,-76,-59,-64,-63,-86,-82,-78,-70,-61,-66,-62,-66,-63,B58
-69,-65,-67,-74,-59,-56,-56,-51,-50,-76,-64,-76,-74,-73,-61,-64,-52,-46,B72
-54,-49,-42,-69,-61,-56,-68,-67,-60,-58,-60,-70,-63,-70,-71,-65,-66,-64,A23
-67,-66,-63,-59,-61,-50,-64,-65,-82,-61,-59,-75,-57,-52,-53,-55,-59,-64,A48
-73,-64,-68,-65,-64,-56,-56,-47,-53,-63,-66,-66,-60,-58,-58,-77,-57,-52,B64
-59,-58,-63,-49,-67,-62,-72,-63,-61,-58,-56,-49,-60,-59,-63,-59,-66,-73,B24
-66,-57,-67,-71,-56,-50,-55,-68,-69,-62,-60,-65,-61,-55,-57,-62,-58,-68,A52
-82,-73,-67,-79,-69,-69,-62,-50,-56,-83,-72,-79,-68,-64,-68,-58,-57,-55,B80
-64,-61,-56,-47,-53,-59,-71,-55,-66,-59,-71,-62,-59,-77,-57,-55,-66,-58,B32
-64,-70,-71,-69,-49,-57,-54,-52,-55,-67,-69,-70,-65,-51,-65,-44,-57,-61,B56
-52,-57,-61,-68,-70,-64,-77,-81,-74,-43,-66,-63,-55,-76,-65,-75,-64,-68,A11
-68,-66,-71,-63,-66,-46,-57,-70,-62,-62,-75,-63,-54,-39,-45,-57,-60,-65,A51
-73,-53,-64,-52,-58,-68,-63,-61,-69,-65,-62,-64,-53,-61,-59,-70,-66,-72,B25
-65,-61,-52,-66,-62,-78,-82,-76,-69,-67,-56,-63,-59,-71,-62,-62,-69,-82,A26
-62,-61,-53,-54,-68,-61,-77,-69,-73,-69,-67,-56,-49,-67,-62,-72,-79,-68,A30
-68,-70,-73,-69,-68,-68,-62,-55,-53,-83,-83,-75,-67,-57,-63,-74,-57,-70,B65
-69,-63,-60,-65,-72,-71,-64,-47,-55,-64,-65,-66,-66,-53,-61,-65,-66,-50,B68
-72,-70,-68,-74,-61,-72,-58,-56,-54,-95,-75,-78,-74,-54,-62,-61,-77,-58,B73
-63,-70,-64,-71,-78,-68,-95,-81,-75,-64,-68,-70,-80,-95,-74,-85,-83,-95,B5
-68,-75,-70,-69,-68,-68,-63,-54,-54,-82,-83,-74,-68,-56,-67,-77,-67,-66,B65
-66,-59,-59,-61,-51,-39,-61,-72,-50,-68,-71,-68,-60,-47,-57,-54,-67,-59,B39
-66,-69,-56,-62,-54,-59,-70,-71,-70,-70,-66,-63,-55,-64,-69,-79,-82,-75,B38
-75,-76,-82,-70,-75,-67,-63,-58,-55,-74,-70,-79,-64,-71,-63,-57,-52,-67,B13
-70,-62,-59,-65,-73,-71,-64,-47,-53,-65,-64,-66,-65,-52,-62,-65,-62,-50,B68
-82,-69,-66,-64,-63,-77,-82,-67,-61,-83,-79,-78,-87,-60,-70,-63,-67,-67,B54
-66,-62,-81,-72,-54,-46,-63,-65,-61,-57,-57,-56,-53,-39,-54,-58,-59,-61,A47
-59,-57,-59,-49,-68,-54,-63,-86,-64,-50,-60,-50,-57,-64,-71,-67,-64,-75,A32
-61,-63,-53,-59,-67,-69,-77,-70,-67,-54,-64,-64,-68,-69,-79,-78,-77,-75,B14
-73,-69,-76,-68,-70,-56,-63,-64,-63,-78,-68,-68,-66,-58,-50,-55,-58,-60,A57
-56,-46,-59,-69,-68,-58,-72,-66,-66,-48,-60,-50,-60,-64,-66,-70,-64,-66,A16
-74,-59,-58,-72,-71,-82,-73,-81,-73,-55,-55,-57,-60,-71,-80,-69,-75,-80,A21
-66,-71,-65,-75,-60,-45,-55,-65,-78,-66,-70,-65,-64,-53,-59,-49,-60,-62,A56
-62,-69,-60,-56,-63,-53,-81,-67,-65,-57,-70,-56,-57,-69,-61,-66,-68,-63,A36
-62,-63,-63,-67,-63,-59,-50,-60,-66,-59,-66,-62,-57,-53,-49,-43,-56,-61,A59
-71,-69,-75,-68,-70,-56,-63,-63,-63,-70,-67,-69,-65,-58,-50,-55,-58,-59,A57
-79,-67,-61,-64,-56,-50,-60,-74,-77,-69,-63,-71,-62,-63,-52,-65,-75,-68,A49
-67,-61,-61,-56,-57,-53,-75,-69,-83,-54,-66,-59,-54,-62,-65,-63,-65,-75,A33
-68,-68,-64,-69,-67,-53,-59,-71,-68,-79,-64,-64,-58,-58,-50,-57,-65,-60,A53
-65,-58,-68,-68,-57,-51,-55,-72,-74,-63,-62,-64,-62,-57,-55,-58,-59,-69,A52
-61,-69,-53,-60,-66,-67,-77,-69,-66,-53,-63,-64,-71,-70,-75,-81,-79,-74,B14
-56,-61,-64,-71,-68,-67,-74,-81,-73,-55,-56,-56,-61,-75,-65,-70,-82,-78,A14
-71,-77,-66,-65,-38,-56,-66,-66,-77,-63,-64,-65,-54,-61,-54,-64,-66,-70,A38
-70,-61,-68,-83,-71,-79,-82,-82,-83,-61,-66,-69,-84,-71,-74,-85,-84,-84,B1
-67,-66,-61,-63,-66,-62,-53,-62,-57,-68,-69,-64,-68,-57,-55,-48,-62,-61,B52
-63,-77,-63,-59,-70,-56,-66,-71,-74,-63,-57,-57,-57,-75,-63,-62,-70,-76,A29
-74,-88,-72,-67,-74,-63,-63,-74,-77,-72,-78,-70,-77,-61,-55,-60,-58,-66,A50
-73,-74,-75,-68,-76,-70,-72,-54,-62,-81,-78,-76,-70,-61,-77,-78,-70,-63,B77
-56,-72,-52,-61,-64,-62,-68,-67,-66,-60,-57,-57,-61,-63,-80,-65,-59,-67,A28
-59,-78,-61,-67,-49,-62,-56,-62,-61,-68,-69,-65,-64,-44,-50,-78,-63,-62,B43
-69,-62,-52,-65,-64,-62,-74,-80,-73,-58,-61,-67,-68,-71,-71,-65,-68,-67,A21
-71,-68,-62,-62,-51,-66,-63,-69,-80,-69,-64,-75,-58,-63,-66,-66,-67,-64,A41
-76,-80,-65,-76,-64,-70,-64,-61,-64,-78,-82,-75,-73,-63,-74,-68,-49,-64,B62
-78,-60,-60,-78,-74,-58,-74,-78,-81,-57,-63,-64,-57,-76,-73,-66,-75,-83,A25
-75,-77,-73,-69,-75,-71,-68,-54,-61,-79,-75,-76,-71,-61,-75,-76,-68,-61,B77
-60,-65,-55,-61,-72,-77,-82,-76,-73,-67,-69,-64,-73,-81,-74,-82,-77,-72,B22
-75,-73,-62,-73,-63,-68,-65,-48,-48,-77,-81,-65,-71,-57,-66,-54,-50,-55,B63
-65,-70,-59,-66,-58,-57,-57,-62,-51,-84,-64,-71,-60,-59,-69,-66,-62,-46,B76
-66,-58,-56,-68,-62,-54,-53,-56,-54,-66,-64,-66,-60,-45,-45,-50,-50,-56,B47
-67,-66,-63,-60,-62,-48,-64,-65,-82,-61,-58,-76,-57,-53,-53,-55,-59,-65,A48
-66,-63,-74,-59,-65,-63,-57,-57,-66,-83,-74,-82,-65,-57,-61,-60,-68,-65,B45
-56,-45,-62,-55,-57,-54,-69,-64,-63,-50,-56,-58,-62,-61,-60,-62,-62,-63,B11
-72,-61,-58,-64,-65,-65,-78,-83,-82,-61,-79,-60,-64,-82,-71,-71,-95,-74,A22
-65,-71,-56,-61,-55,-59,-70,-71,-69,-69,-66,-64,-59,-65,-68,-76,-76,-77,B38
-64,-71,-62,-60,-56,-71,-53,-51,-52,-72,-68,-65,-63,-62,-52,-58,-68,-61,B51
-71,-81,-68,-69,-71,-74,-66,-62,-62,-85,-72,-84,-68,-64,-68,-62,-67,-45,A79
-79,-71,-61,-67,-71,-58,-67,-71,-80,-62,-67,-74,-67,-72,-67,-62,-64,-67,A34
-70,-62,-64,-73,-73,-72,-81,-80,-81,-51,-67,-63,-78,-72,-72,-79,-78,-76,A5
-77,-70,-80,-66,-65,-57,-72,-59,-52,-72,-69,-83,-63,-69,-61,-56,-52,-55,A65
-56,-59,-67,-45,-55,-56,-56,-66,-59,-62,-62,-48,-58,-61,-70,-66,-71,-78,B27
-63,-69,-59,-55,-64,-53,-81,-65,-61,-57,-71,-56,-57,-72,-60,-66,-62,-62,A36
-72,-78,-84,-71,-80,-72,-60,-55,-61,-71,-71,-79,-66,-76,-67,-60,-57,-64,A62
-64,-57,-50,-48,-70,-68,-78,-67,-68,-61,-52,-51,-54,-59,-57,-74,-65,-70,A31
-72,-79,-95,-71,-83,-74,-60,-55,-61,-71,-70,-78,-67,-77,-66,-60,-56,-63,A62
-63,-71,-59,-55,-63,-53,-76,-68,-70,-57,-71,-57,-57,-69,-61,-67,-67,-64,A36
-58,-56,-77,-76,-73,-75,-75,-78,-82,-51,-55,-58,-67,-80,-75,-85,-73,-79,A10
-72,-77,-66,-66,-38,-55,-66,-66,-78,-63,-64,-65,-54,-61,-54,-64,-65,-70,A38
-50,-65,-77,-65,-68,-67,-78,-78,-72,-50,-54,-58,-74,-69,-72,-65,-86,-77,A3
-71,-75,-74,-72,-62,-78,-58,-58,-61,-77,-78,-68,-72,-68,-77,-56,-64,-66,B58
-48,-55,-56,-69,-70,-95,-70,-78,-81,-59,-57,-62,-95,-76,-72,-69,-78,-95,B4
-73,-72,-84,-77,-66,-71,-77,-61,-72,-79,-78,-74,-76,-82,-80,-62,-56,-48,A78
-74,-69,-76,-74,-61,-72,-63,-58,-51,-83,-76,-81,-74,-63,-66,-58,-66,-64,B78
-73,-53,-64,-51,-58,-68,-63,-61,-68,-65,-62,-62,-53,-61,-59,-70,-66,-72,B25
-78,-69,-64,-70,-64,-62,-60,-41,-56,-61,-69,-67,-62,-62,-56,-49,-49,-58,A67
-82,-66,-64,-62,-54,-50,-83,-67,-71,-61,-63,-67,-62,-74,-63,-64,-70,-73,A33
-62,-59,-51,-46,-68,-79,-84,-67,-65,-61,-50,-51,-53,-59,-57,-69,-64,-72,A31
-58,-63,-53,-69,-65,-61,-68,-65,-68,-56,-57,-52,-65,-68,-69,-65,-60,-66,A28
-69,-80,-65,-65,-38,-55,-67,-67,-77,-63,-63,-65,-56,-60,-54,-64,-66,-71,A38
-56,-66,-54,-57,-62,-68,-69,-66,-68,-62,-57,-58,-60,-63,-73,-66,-59,-67,A28
-65,-68,-71,-71,-52,-58,-52,-49,-56,-69,-69,-69,-64,-50,-70,-44,-61,-59,B56
-50,-57,-61,-69,-69,-63,-73,-84,-71,-43,-64,-63,-56,-79,-63,-76,-65,-68,A11
-69,-82,-72,-70,-71,-64,-77,-55,-46,-74,-67,-65,-67,-59,-77,-65,-52,-39,B71
-82,-71,-61,-67,-70,-58,-67,-71,-81,-62,-69,-72,-69,-71,-67,-61,-64,-68,A34
-56,-60,-77,-45,-56,-57,-56,-66,-60,-62,-62,-50,-58,-60,-68,-66,-68,-79,B27
-59,-64,-65,-70,-76,-65,-73,-78,-84,-51,-54,-58,-63,-68,-67,-71,-73,-72,A4
-68,-68,-66,-70,-55,-51,-63,-69,-72,-67,-65,-62,-54,-56,-55,-67,-61,-66,A41
-67,-69,-63,-65,-74,-86,-82,-84,-84,-74,-63,-69,-68,-81,-89,-77,-86,-95,B21
-63,-69,-58,-56,-63,-53,-73,-69,-63,-59,-69,-56,-57,-73,-61,-65,-69,-63,A36
-95,-95,-64,-95,-95,-57,-95,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,-95,A72
-81,-73,-80,-67,-65,-57,-74,-59,-53,-73,-66,-80,-62,-71,-61,-57,-52,-55,A65
-50,-48,-61,-63,-69,-82,-81,-76,-74,-57,-64,-69,-65,-76,-70,-80,-75,-76,B6
-73,-62,-65,-66,-72,-58,-74,-77,-84,-54,-58,-60,-57,-70,-68,-67,-73,-77,A25
-63,-61,-55,-47,-54,-59,-73,-55,-64,-60,-70,-61,-59,-73,-57,-55,-65,-58,B32
-79,-83,-70,-66,-64,-73,-64,-69,-60,-80,-74,-79,-79,-80,-78,-70,-61,-60,B74
-49,-48,-62,-63,-69,-82,-80,-76,-76,-57,-64,-69,-65,-76,-71,-79,-74,-76,B6
-79,-70,-82,-68,-65,-57,-73,-60,-52,-72,-75,-79,-63,-69,-60,-56,-51,-56,A65
-66,-76,-63,-67,-66,-56,-66,-69,-73,-80,-66,-62,-55,-58,-50,-52,-62,-61,A53
-65,-70,-55,-53,-61,-63,-68,-70,-75,-55,-55,-68,-56,-70,-64,-69,-65,-79,A29
-69,-62,-59,-65,-72,-72,-64,-48,-54,-65,-65,-66,-65,-51,-62,-64,-63,-49,B68
-77,-73,-81,-71,-71,-67,-59,-56,-46,-69,-77,-70,-81,-65,-76,-63,-66,-56,B79
-64,-70,-63,-68,-61,-57,-61,-56,-66,-70,-68,-65,-73,-65,-49,-45,-52,-50,A72
-66,-70,-78,-63,-58,-64,-57,-64,-66,-62,-66,-69,-57,-56,-69,-53,-63,-54,A54
-66,-62,-81,-72,-54,-48,-63,-65,-61,-57,-57,-56,-52,-40,-53,-58,-59,-62,A47
-65,-58,-73,-67,-58,-51,-55,-73,-70,-63,-61,-64,-63,-59,-54,-57,-59,-71,A52
-48,-55,-62,-68,-67,-63,-77,-82,-76,-43,-67,-58,-55,-73,-64,-76,-64,-69,A15
-77,-66,-79,-68,-67,-62,-79,-64,-49,-73,-76,-80,-66,-70,-78,-55,-63,-53,A73
-74,-73,-60,-63,-66,-55,-52,-62,-63,-64,-62,-66,-61,-58,-56,-51,-55,-62,A60
-59,-53,-62,-66,-77,-73,-75,-77,-84,-62,-56,-64,-70,-77,-76,-78,-95,-81,B18
-66,-58,-56,-69,-62,-55,-51,-56,-54,-66,-63,-66,-60,-45,-46,-50,-51,-56,B47
-64,-57,-68,-70,-57,-45,-56,-60,-61,-70,-71,-72,-61,-46,-59,-53,-60,-56,B44
-74,-71,-64,-73,-61,-55,-61,-67,-69,-76,-66,-62,-65,-62,-51,-54,-70,-71,A45
-61,-47,-63,-63,-68,-71,-81,-80,-76,-58,-58,-73,-66,-68,-72,-95,-74,-74,B10
-78,-86,-84,-71,-83,-74,-61,-55,-61,-74,-75,-77,-66,-75,-66,-60,-57,-64,A62
-65,-68,-61,-65,-59,-63,-56,-59,-55,-65,-69,-65,-67,-54,-58,-47,-64,-59,B52
-68,-66,-75,-69,-52,-60,-52,-47,-56,-67,-68,-69,-64,-50,-74,-43,-64,-58,B56
-59,-46,-58,-54,-62,-62,-67,-74,-65,-53,-57,-55,-65,-58,-69,-61,-64,-68,B8
-59,-58,-50,-45,-60,-55,-70,-58,-61,-63,-68,-45,-62,-63,-58,-59,-62,-61,B28
-76,-67,-76,-68,-68,-61,-74,-64,-49,-75,-76,-77,-65,-70,-72,-56,-64,-52,A73
